case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
supplier_capacity_node_SDC-VD0525412A_0_05,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_05\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_05\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.05,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0525412A_0_1,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_1\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_1\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.1,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0525412A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0525412A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0525412A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208013024.9465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.01,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012981.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012936.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012891.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012864.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.9,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0508918A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,138.0,8.0,664824451.7073,0.127147,0.072655,0.3,0.246119,0.090605,0.163474,0.0,618191266.3257,1.0,25762139.9999,0.0,888499167.3476,61209121.7118,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711238701.184,547318418.8472,547318418.8472,2084253027.9471,53716469.5425,7782531.877,22235805.3629,4447161.0726,27781650.6004,68338188.0,0.0,106327600.0,18362736.5135,15064734.5979,25762139.9999,823853098.3476,1389901.0,5545845.2374,0.0,10006112.4133,0.0,0.01,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_05,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_05\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_05\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,138.0,8.0,664824451.7073,0.127147,0.072655,0.3,0.246119,0.090605,0.163474,0.0,618191266.3257,1.0,25762139.9999,0.0,888499167.3476,61209121.7118,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711238701.184,547318418.8472,547318418.8472,2084253027.9471,53716469.5425,7782531.877,22235805.3629,4447161.0726,27781650.6004,68338188.0,0.0,106327600.0,18362736.5135,15064734.5979,25762139.9999,823853098.3476,1106941.0,5545845.2374,0.0,10006112.4133,0.0,0.05,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_1,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_1\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_1\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,453981.0,5542695.5537,0.0,9993560.8014,0.0,0.1,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_capacity_node_SDC-VD0508918A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012846.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0960508A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208013024.9465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.01,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0960508A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012981.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0960508A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_upstream_constrained\cases\supplier_stock_node_SDC-VD0960508A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489123.4272,0.127112,0.072635,0.3,0.24618,0.090643,0.16343,0.0,620121663.3403,1.0,25762139.9999,0.0,888545020.1141,61148958.3234,25762139.9999,0.0,0.0,0.0,303596232.9482,208012936.7465,711625905.8924,546130595.645,546130595.645,2083708171.834,53329985.2626,7772769.5122,22207912.892,4441582.5784,27750608.4457,68338188.0,0.0,106327600.0,18344687.497,15053662.3807,25762139.9999,823730758.808,0.0,5542695.5537,0.0,9993560.8014,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
