day,node_id,output_item_id,desired_qty,planned_qty_after_lot_rule,actual_qty,cap_qty,max_from_inputs_qty,binding_cause,binding_input_item_id,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,lot_multiple_qty,max_lots_per_week,started_lots_this_week,requested_lot_starts,actual_lot_starts,campaign_requested_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty
11,M-1810,item:268091,4911.121144,14400.0,14400.0,203550.0,253200.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
11,SDC-1450,item:773474,3886826.522848,4400000.0,500000.0,500000.0,122551677.852349,capacity,,3386826.522848,3900000.0,fixed,3200000.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,4400000.0,3900000.0
12,M-1430,item:268967,6256.477827,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,6256.477827,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
12,M-1810,item:268091,3054.167087,14400.0,14400.0,203550.0,238800.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,5,1,1,14400.0,14400.0,14400.0,0.0
12,SDC-1450,item:773474,3886826.56217,3900000.0,500000.0,500000.0,122051677.852349,capacity,,3386826.56217,3400000.0,fixed,3200000.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,3900000.0,3400000.0
13,M-1430,item:268967,6256.666994,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,6256.666994,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
13,M-1810,item:268091,823.319133,14400.0,14400.0,203550.0,224400.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,6,1,1,14400.0,14400.0,14400.0,0.0
13,SDC-1450,item:773474,3886826.570034,3400000.0,500000.0,500000.0,121551677.852349,capacity,,3386826.570034,2900000.0,fixed,3200000.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,3400000.0,2900000.0
14,M-1430,item:268967,4587.219113,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,4587.219113,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
14,M-1810,item:268091,328.206685,14400.0,14400.0,203550.0,210000.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
14,SDC-1450,item:773474,3886826.571607,2900000.0,500000.0,500000.0,121051677.852349,capacity,,3386826.571607,2400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2900000.0,2400000.0
15,M-1430,item:268967,4253.329537,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,4253.329537,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
15,SDC-1450,item:773474,3786826.571921,2400000.0,500000.0,500000.0,120551677.852349,capacity,,3286826.571921,1900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2400000.0,1900000.0
16,M-1430,item:268967,4186.551622,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,4186.551622,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
16,M-1810,item:268091,5892.685714,14400.0,14400.0,203550.0,195600.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
16,SDC-1450,item:773474,3666826.571984,1900000.0,500000.0,500000.0,120051677.852349,capacity,,3166826.571984,1400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1900000.0,1400000.0
17,M-1430,item:268967,4173.196039,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,4173.196039,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
17,M-1810,item:268091,5885.765715,14400.0,14400.0,203550.0,181200.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
17,SDC-1450,item:773474,3542826.571997,1400000.0,500000.0,500000.0,119551677.852349,capacity,,3042826.571997,900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1400000.0,900000.0
18,M-1430,item:268967,4170.524922,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,4170.524922,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
18,M-1810,item:268091,4477.553144,14400.0,14400.0,203550.0,166800.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
18,SDC-1450,item:773474,3418026.571999,900000.0,500000.0,500000.0,119051677.852349,capacity,,2918026.571999,400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,900000.0,400000.0
19,M-1430,item:268967,4169.990699,77000.0,77000.0,154000.0,111450.0,none,,0.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,0.0
19,M-1810,item:268091,2789.082058,14400.0,14400.0,203550.0,152400.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,5,1,1,14400.0,14400.0,14400.0,0.0
19,SDC-1450,item:773474,3293066.572,400000.0,400000.0,500000.0,118551677.852349,none,,2893066.572,0.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,400000.0,0.0
20,M-1430,item:268967,4169.883854,107800.0,34450.0,154000.0,34450.0,input_shortage,item:333362,0.0,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,73350.0
20,M-1810,item:268091,1044.55927,14400.0,14400.0,203550.0,138000.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,6,1,1,14400.0,14400.0,14400.0,0.0
20,SDC-1450,item:773474,3292152.572,6400000.0,500000.0,500000.0,118151677.852349,capacity,,2792152.572,5900000.0,fixed,3200000.0,0.0,0.0,0.0,0,2,2,2,6400000.0,6400000.0,6400000.0,5900000.0
21,M-1430,item:268967,3960.833914,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3960.833914,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
21,M-1810,item:268091,2733.511855,14400.0,14400.0,203550.0,123600.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
21,SDC-1450,item:773474,3238534.572,5900000.0,500000.0,500000.0,117651677.852349,capacity,,2738534.572,5400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5900000.0,5400000.0
22,M-1430,item:268967,3919.023926,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3919.023926,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
22,M-1810,item:268091,1664.473801,14400.0,14400.0,203550.0,159265.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
22,SDC-1450,item:773474,3127810.972,5400000.0,500000.0,500000.0,117151677.852349,capacity,,2627810.972,4900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,5400000.0,4900000.0
23,M-1430,item:268967,3910.661928,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3910.661928,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
23,M-1810,item:268091,9670.266189,14400.0,14400.0,203550.0,144865.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
23,SDC-1450,item:773474,3005666.252,4900000.0,500000.0,500000.0,116651677.852349,capacity,,2505666.252,4400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,4900000.0,4400000.0
24,M-1430,item:268967,3908.989529,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3908.989529,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
24,M-1810,item:268091,11271.424667,14400.0,14400.0,203550.0,130465.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
24,SDC-1450,item:773474,2881237.308,4400000.0,500000.0,500000.0,116151677.852349,capacity,,2381237.308,3900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,4400000.0,3900000.0
25,M-1430,item:268967,3908.655049,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3908.655049,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
25,M-1810,item:268091,11591.656362,14400.0,14400.0,203550.0,116065.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,5,1,1,14400.0,14400.0,14400.0,0.0
25,SDC-1450,item:773474,2756351.5192,3900000.0,500000.0,500000.0,115651677.852349,capacity,,2256351.5192,3400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3900000.0,3400000.0
26,M-1430,item:268967,3908.588153,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3908.588153,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
26,M-1810,item:268091,11655.702701,14400.0,14400.0,203550.0,101665.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,6,1,1,14400.0,14400.0,14400.0,0.0
26,SDC-1450,item:773474,2631374.36144,3400000.0,500000.0,500000.0,115151677.852349,capacity,,2131374.36144,2900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3400000.0,2900000.0
27,M-1430,item:268967,3908.574774,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3908.574774,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
27,M-1810,item:268091,11668.511969,14400.0,14400.0,203550.0,87265.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,7,1,1,14400.0,14400.0,14400.0,0.0
27,SDC-1450,item:773474,2506378.929888,2900000.0,500000.0,500000.0,114651677.852349,capacity,,2006378.929888,2400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2900000.0,2400000.0
28,M-1430,item:268967,4719.543526,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4719.543526,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
28,M-1810,item:268091,10602.045251,14400.0,14400.0,203550.0,135365.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
28,SDC-1450,item:773474,2381379.843578,2400000.0,500000.0,500000.0,114151677.852349,capacity,,1881379.843578,1900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2400000.0,1900000.0
29,M-1430,item:268967,4881.737276,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4881.737276,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
29,M-1810,item:268091,10388.751907,14400.0,14400.0,203550.0,120965.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
29,SDC-1450,item:773474,2256380.026316,1900000.0,500000.0,500000.0,113651677.852349,capacity,,1756380.026316,1400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1900000.0,1400000.0
30,M-1430,item:268967,4914.176026,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4914.176026,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
30,M-1810,item:268091,7483.29324,14400.0,14400.0,203550.0,106565.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
30,SDC-1450,item:773474,2131380.062863,1400000.0,500000.0,500000.0,113151677.852349,capacity,,1631380.062863,900000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1400000.0,900000.0
31,M-1430,item:268967,4920.663776,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4920.663776,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
31,M-1810,item:268091,4414.772933,14400.0,14400.0,203550.0,92165.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
31,SDC-1450,item:773474,2006380.070173,900000.0,500000.0,500000.0,112651677.852349,capacity,,1506380.070173,400000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,900000.0,400000.0
32,M-1430,item:268967,4921.961326,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4921.961326,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
32,M-1810,item:268091,2988.154586,14400.0,14400.0,203550.0,77765.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,5,1,1,14400.0,14400.0,14400.0,0.0
32,SDC-1450,item:773474,1881380.071635,400000.0,400000.0,500000.0,112151677.852349,none,,1481380.071635,0.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,400000.0,0.0
33,M-1430,item:268967,4922.220836,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4922.220836,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
33,M-1810,item:268091,1889.916631,14400.0,14400.0,203550.0,63365.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,6,1,1,14400.0,14400.0,14400.0,0.0
33,SDC-1450,item:773474,1776380.071927,3200000.0,500000.0,500000.0,111751677.852349,capacity,,1276380.071927,2700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,1,1,3200000.0,3200000.0,3200000.0,2700000.0
34,M-1430,item:268967,4922.272738,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4922.272738,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
34,M-1810,item:268091,857.354754,14400.0,14400.0,203550.0,48965.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,7,1,1,14400.0,14400.0,14400.0,0.0
34,SDC-1450,item:773474,1655380.071985,2700000.0,500000.0,500000.0,111251677.852349,capacity,,1155380.071985,2200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2700000.0,2200000.0
35,M-1430,item:268967,4052.340262,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,4052.340262,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
35,SDC-1450,item:773474,1531180.071997,2200000.0,500000.0,500000.0,110751677.852349,capacity,,1031180.071997,1700000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2200000.0,1700000.0
36,M-1430,item:268967,3878.353767,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3878.353767,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
36,M-1810,item:268091,1020.857142,14400.0,14400.0,203550.0,34565.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
36,SDC-1450,item:773474,1406340.071999,1700000.0,500000.0,500000.0,110251677.852349,capacity,,906340.071999,1200000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1700000.0,1200000.0
37,M-1430,item:268967,3843.556468,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3843.556468,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
37,SDC-1450,item:773474,1281372.072,1200000.0,500000.0,500000.0,109751677.852349,capacity,,781372.072,700000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1200000.0,700000.0
38,M-1430,item:268967,3836.597008,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3836.597008,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
38,SDC-1450,item:773474,1156378.472,700000.0,500000.0,500000.0,109251677.852349,capacity,,656378.472,200000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,700000.0,200000.0
39,M-1430,item:268967,3835.205116,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3835.205116,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
39,M-1810,item:268091,1313.200002,14400.0,14400.0,203550.0,20165.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
39,SDC-1450,item:773474,1031379.752,200000.0,200000.0,500000.0,108751677.852349,none,,831379.752,0.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,200000.0,0.0
40,M-1430,item:268967,3834.926738,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3834.926738,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
40,M-1810,item:268091,584.754288,14400.0,5765.0,203550.0,5765.0,input_shortage,item:338928,0.0,8635.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,8635.0
40,SDC-1450,item:773474,966380.008,3200000.0,500000.0,500000.0,108551677.852349,capacity,,466380.008,2700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,1,1,3200000.0,3200000.0,3200000.0,2700000.0
41,M-1430,item:268967,3834.871062,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,3834.871062,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
41,M-1810,item:268091,1174.979431,8635.0,0.0,203550.0,0.0,lot_campaign_blocked,,1174.979431,8635.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,0,0,0.0,0.0,8635.0,8635.0
41,SDC-1450,item:773474,853380.0592,2700000.0,500000.0,500000.0,108051677.852349,capacity,,353380.0592,2200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2700000.0,2200000.0
42,M-1430,item:268967,6248.688498,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,6248.688498,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
42,M-1810,item:268091,1274.510174,8635.0,0.0,203550.0,0.0,lot_campaign_blocked,,1274.510174,8635.0,min_max,0.0,14400.0,142485.0,14400.0,10,0,0,0,0.0,0.0,8635.0,8635.0
42,SDC-1450,item:773474,730780.06944,2200000.0,500000.0,500000.0,107551677.852349,capacity,,230780.06944,1700000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2200000.0,1700000.0
43,M-1430,item:268967,6731.451985,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,6731.451985,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
43,M-1810,item:268091,3183.330608,8635.0,0.0,203550.0,0.0,lot_campaign_blocked,,3183.330608,8635.0,min_max,0.0,14400.0,142485.0,14400.0,10,0,0,0,0.0,0.0,8635.0,8635.0
43,SDC-1450,item:773474,606260.071488,1700000.0,500000.0,500000.0,107051677.852349,capacity,,106260.071488,1200000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1700000.0,1200000.0
44,M-1430,item:268967,6828.004683,73350.0,0.0,154000.0,0.0,lot_campaign_blocked,,6828.004683,73350.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,73350.0,73350.0
44,M-1810,item:268091,3565.094695,8635.0,0.0,203550.0,0.0,lot_campaign_blocked,,3565.094695,8635.0,min_max,0.0,14400.0,142485.0,14400.0,10,0,0,0,0.0,0.0,8635.0,8635.0
44,SDC-1450,item:773474,481356.071898,1200000.0,500000.0,500000.0,106551677.852349,capacity,,0.0,700000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1200000.0,700000.0
