baseline::avg_inventory,baseline::ending_backlog,baseline::fill_rate,baseline::total_cost,baseline::total_external_procured_ordered_qty,case_id,case_input,case_output_dir,delta::avg_inventory,delta::ending_backlog,delta::fill_rate,delta::total_cost,delta::total_external_procured_ordered_qty,delta_pct::avg_inventory,delta_pct::ending_backlog,delta_pct::fill_rate,delta_pct::total_cost,delta_pct::total_external_procured_ordered_qty,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,notes,parameter_group,parameter_key,parameter_label,status,study
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0901566A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0901566A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0901566A_stress\simulation_output,-523975.99930000305,10021.063299999922,-0.0018899999999999473,-382966.46460000053,0.0,-2.6508330649826854,1.6885309953103542,-0.2128198631872249,-1.3716123469197654,nan,stress,1.5,19242489.3516,0.146948,0.08397,0.174437,0.405711,0.188933,603499.2599,17993364.3809,0.886185,5302452.7143,0.0,125676558.4772,27537930.0963,5302452.7143,104577561.1622,41318000.0,103007736.2415,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4046649.9228,11561856.9224,2312371.3845,22734285.9628,0.0,17850520.0186,4803644.1335,4698953.4544,127065521.3557,0.0,11172429.0403,0.0,5202835.6151,2055875.5374,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0901566A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0901566A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0901566A_stress\simulation_output,-656756.6810000017,96049.51939999999,-0.018113999999999963,-359306.8801999986,0.0,-3.3225802860605955,16.18416985666226,-2.039692593530948,-1.286874436199755,nan,stress,0.85,19109708.6699,0.150104,0.085774,0.169391,0.401741,0.192991,689527.716,18319051.8261,0.869961,5302452.7143,0.0,123286730.8484,27561589.6807,5302452.7143,104060063.5938,41318000.0,100578992.7372,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4137103.9267,11820296.9334,2364059.3867,22892908.85,0.0,17726993.527,4668680.8307,4612924.9983,125779484.5853,0.0,11072611.9167,547500.0,5319133.62,2104543.0669,,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0914360C_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914360C_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914360C_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0914360C_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914360C_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914360C_stress\simulation_output,317080.42369999737,29851.75509999995,-0.005629999999999913,-551414.5901999995,0.0,1.6041331521397182,5.029966605516228,-0.633955465473064,-1.9749172058184987,nan,stress,0.75,20083545.7746,0.150799,0.086171,0.171951,0.397195,0.193884,623329.9517,18942023.7762,0.882445,5302452.7143,0.0,122890741.1169,27369481.9707,5302452.7143,102058531.4701,26849276.8499,100365251.83,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4127289.6027,11792256.0078,2358451.2016,22663285.3872,0.0,17422120.0818,4706196.5836,4679122.7625,123973466.1954,1578418.9016,10871029.3794,0.0,5306515.2035,2047379.167,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0914360C_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914360C_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914360C_stress\simulation_output,-52022.01220000163,-8448.256900000037,0.0015930000000000666,-165931.36879999936,0.0,-0.26318318058637113,-1.423515968808893,0.1793767418292449,-0.5942909764307753,nan,stress,1.5,19714443.3387,0.149022,0.085156,0.172299,0.401924,0.1916,585029.9397,19444285.2887,0.889668,5302452.7143,0.0,124740755.4978,27754965.1921,5302452.7143,104531942.8977,28036513.9497,101234615.9742,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4136104.2872,11817440.8205,2363488.1641,22972816.8179,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,0.0,5317848.3692,2184098.6213,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0914360C_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914360C_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914360C_stress\simulation_output,-47748.577300000936,-9556.381900000037,0.0018020000000000813,-59241.770599998534,0.0,-0.24156355955581538,-1.6102330219960832,0.20291079019227895,-0.21217717873343583,nan,stress,0.85,19718716.7736,0.149503,0.08543,0.171506,0.401343,0.192218,583921.8147,19751184.325,0.889877,5302452.7143,0.0,125172523.0823,27861654.7903,5302452.7143,105341442.1173,27967706.4972,101326147.6035,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4165396.7477,11901133.5649,2380226.713,23083204.561,0.0,17875065.1199,4778450.2293,4718530.8996,127193982.3538,1580070.6283,11182070.996,594138.6755,5355510.1042,2314533.1585,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0525412A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0525412A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0525412A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0525412A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0525412A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0525412A_stress\simulation_output,14241.504299998283,-9510.003000000026,0.0017930000000000446,48420.650400001556,0.0,0.07204881625105443,-1.6024182614428377,0.20189736227233562,0.17342082942927092,nan,stress,0.75,19780706.8552,0.149539,0.085451,0.172374,0.40037,0.192265,583968.1936,19295817.6033,0.889868,5302452.7143,0.0,127288847.5647,27969317.2113,5302452.7143,104753881.7657,41264230.9077,103159654.9485,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4182516.2657,11950046.4733,2390009.2947,23148130.0331,0.0,17879803.2341,4821187.1782,4718484.5207,127313513.0169,53769.0923,11198083.5598,0.0,5377520.913,1912138.4027,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0525412A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\simulation_output,-29350.210900001228,0.0,0.0,-1603.754200000316,0.0,-0.148484872631337,0.0,0.0,-0.005743920853337458,nan,stress,1.5,19737115.14,0.149943,0.085682,0.171585,0.400007,0.192783,593478.1966,18876876.0173,0.888075,5302452.7143,0.0,125742858.9545,27919292.8067,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186293.231,11960837.8029,2392167.5606,23128759.2673,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5382377.0113,2131254.1763,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0525412A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\simulation_output,229037.6034999974,-6634.37770000007,0.0012510000000000021,84845.8973999992,0.0,1.1587180582570313,-1.1178806126337937,0.14086648087154827,0.3038795592216624,nan,stress,0.85,19995502.9544,0.150628,0.086073,0.170982,0.398652,0.193665,586843.8189,18131694.2092,0.889326,5302452.7143,0.0,125085301.5697,28005742.4583,5302452.7143,104853569.008,27770645.1844,103225842.0584,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4218450.1252,12052714.6435,2410542.9287,23217263.3632,0.0,17857081.2909,4788479.0952,4715608.8953,127007851.229,1569564.7694,11164548.7196,239843.7861,5423721.5896,2119200.4009,,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0993480A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0993480A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0993480A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0993480A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0993480A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0993480A_stress\simulation_output,309656.0111999996,10941.20689999999,-0.0020639999999999548,31141.022100001574,0.0,1.566572504000572,1.8435735234557038,-0.23241280297271683,0.11153303058187246,nan,stress,0.75,20076121.3621,0.1502,0.085829,0.171436,0.399421,0.193114,604419.4035,19131808.527,0.886011,5302452.7143,0.0,126705700.8704,27952037.583,5302452.7143,104602082.5847,28353744.2809,102997868.6679,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4198400.5267,11995430.0764,2399086.0153,23160052.0922,0.0,17854508.4794,4791985.4909,4698033.3108,127014666.8873,1580070.6283,11164622.0157,0.0,5397943.5344,2074833.4482,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0993480A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0993480A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0993480A_stress\simulation_output,171489.97659999877,20638.517499999958,-0.0038919999999998955,-210117.76199999824,0.0,0.8675803870629331,3.4775527758621547,-0.43825127382258205,-0.7525466151908746,nan,stress,1.5,19937955.3275,0.148576,0.0849,0.172634,0.402864,0.191026,614116.7141,18903326.2923,0.884183,5302452.7143,0.0,124847643.1555,27710778.7989,5302452.7143,104601632.8239,27604055.7217,100868101.6868,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4117149.9713,11763285.6324,2352657.1265,22926962.8612,0.0,17853813.0065,4783815.9377,4688336.0002,127005470.8226,1577790.4974,11163677.2288,0.0,5293478.5346,2156878.5879,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0993480A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0993480A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0993480A_stress\simulation_output,390796.25279999897,21746.40630000003,-0.00410099999999991,-156043.81709999964,0.0,1.9770669457713912,3.6642300297776487,-0.4617853221856162,-0.558878246476229,nan,stress,0.85,20157261.6037,0.151439,0.086537,0.170117,0.397199,0.194708,615224.6029,18766066.656,0.883974,5302452.7143,0.0,121418328.6983,27764852.7438,5302452.7143,103447600.1191,28092476.8901,98760426.5686,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4204691.9356,12013405.5302,2402681.106,23041566.8136,0.0,17566530.0301,4723285.9301,4687228.1114,125613115.6726,1579883.7718,11028161.2835,236409.527,5406032.4886,2296382.0347,,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0508918A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0508918A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0508918A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0508918A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0508918A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0508918A_stress\simulation_output,69577.97769999877,55452.94990000001,-0.010457999999999967,-428901.79509999976,0.0,0.35200009948582317,9.343721507830706,-1.1776032429693402,-1.5361318866122207,nan,stress,0.75,19836043.3286,0.151733,0.086705,0.171626,0.394851,0.195085,648931.1465,18320081.929,0.877617,5302452.7143,0.0,122081493.9994,27491994.7658,5302452.7143,101770604.4721,41318000.0,100166391.6554,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4171442.2111,11918406.3174,2383681.2635,22773660.8776,0.0,17371930.1612,4718333.8882,4653521.5678,123746009.6911,0.0,10855254.5602,0.0,5363282.8428,1769876.1583,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0508918A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0508918A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0508918A_stress\simulation_output,188241.72079999745,-21240.08480000007,0.004005000000000036,-298122.8289999999,0.0,0.9523286913379608,-3.578915775117469,0.45097542437294563,-1.067740888440834,nan,stress,1.5,19954707.0717,0.14792,0.084526,0.173298,0.404074,0.190183,572238.1118,18661913.225,0.89208,5302452.7143,0.0,125546510.5028,27622773.7319,5302452.7143,104602617.9218,27659445.8235,102998405.3805,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4085960.9835,11674174.2385,2334834.8477,22835805.6667,0.0,17855791.8189,4786968.0652,4730214.6024,126993301.6862,1580070.6283,11161631.4281,0.0,5253378.4073,2145867.2067,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0508918A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0508918A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0508918A_stress\simulation_output,145469.79559999704,-1161.5605000000214,0.00021900000000008024,-105873.76280000061,0.0,0.735942380276773,-0.19572083804502505,0.0246600793851961,-0.37919184496483765,nan,stress,0.85,19911935.1465,0.149243,0.085282,0.172196,0.401395,0.191884,592316.6361,18742908.2292,0.888294,5302452.7143,0.0,126190845.7986,27815022.7981,5302452.7143,104706081.0712,28204855.9618,103130333.7653,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151199.3727,11860569.6362,2372113.9272,23025393.7838,0.0,17864862.0283,4789629.0142,4710136.0782,127037296.2978,1578423.9643,11164824.1477,50852.2913,5337256.3363,2138987.275,,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0949099A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0949099A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0949099A_stress\simulation_output,-6388.504600003362,0.0,0.0,-2368.418600000441,0.0,-0.032319913988630655,0.0,0.0,-0.00848260225037737,nan,stress,0.75,19760076.8463,0.149937,0.085678,0.17159,0.400018,0.192776,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125813287.8939,27918528.1423,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186025.5985,11960073.1385,2392014.6277,23127994.6029,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5382032.9123,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0949099A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0949099A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0949099A_stress\simulation_output,3840.526099998504,0.0,0.0,9313.275600001216,0.0,0.019429503615443506,0.0,0.0,0.0333559331796078,nan,stress,0.75,19770305.877,0.150021,0.085726,0.171518,0.399851,0.192884,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27930209.8365,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4190114.1915,11971754.8328,2394350.9666,23139676.2971,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5387289.6747,2131254.1763,,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0949099A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0949099A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0949099A_stress\simulation_output,54671.34139999747,-2365.3721999999834,0.00044600000000005746,448680.6526999995,0.0,0.2765863315947289,-0.39856092667785514,0.05022098358810433,1.606970792364616,nan,stress,1.5,19821136.6923,0.153057,0.087461,0.168892,0.3938,0.196788,591112.8244,19668628.8531,0.888521,5302452.7143,0.0,127683393.5138,28369577.2136,5302452.7143,104710722.9739,28172189.6914,103111576.1644,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4342176.2524,12406217.8641,2481243.5728,23578170.1545,0.0,17873853.0087,4791407.0591,4711339.8899,127110380.9371,1569564.7694,11171952.2904,0.0,5582798.0388,2150001.2337,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0949099A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0949099A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0949099A_stress\simulation_output,373001.27639999986,6549.304000000004,-0.0012349999999999861,-40443.079700000584,0.0,1.8870408531741687,1.1035458484440646,-0.139064831236099,-0.14484878596855824,nan,stress,0.85,20139466.6273,0.149942,0.085681,0.171582,0.400011,0.192783,600027.5006,19517560.3565,0.88684,5302452.7143,0.0,126681752.645,27880453.4812,5302452.7143,104514102.7122,28168305.7878,102938902.4434,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4180456.4615,11944161.3185,2388832.2637,23096660.1997,0.0,17838569.1085,4783793.2816,4702425.2137,126887179.2822,1575024.2596,11152498.8811,14484.75,5374872.5933,2134184.6376,,supplier_reliability_node,supplier_reliability_node::SDC-VD0949099A,Fiabilite fournisseur SDC-VD0949099A,ok,stress
