case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,notes,parameter_group,parameter_key,parameter_label,status,study
stress_capacity_node_M-1430_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_M-1430_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_M-1430_stress\simulation_output,stress,0.85,4666888.9617,0.283925,0.162243,0.001721,0.187066,0.365046,1932.3625,4772521.7413,0.894944,18393.6125,993.6125,1275995.2858,13092798.8288,17400.0,662114.9501,12689525.8092,674017.479,775267.577,161776.0735,0.0,0.0,0.0,0.0,0.0,3717368.2795,10621052.2272,2124210.4454,13070272.2261,0.0,91338.1565,22526.6027,16461.25,666986.9488,26747.6562,2449219.9989,0.0,4779473.5022,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,stress
stress_capacity_node_M-1810_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_M-1810_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_M-1810_stress\simulation_output,stress,0.85,4653063.6034,0.274262,0.156721,0.001913,0.214482,0.352622,1016.1,4807708.077,0.944897,18439.85,1039.85,1390828.7505,13562612.0769,17400.0,768570.1979,33627106.679,769235.9663,781943.9191,167987.8918,0.0,0.0,0.0,0.0,0.0,3719707.9233,10627736.9236,2125547.3847,13536672.9995,0.0,105499.3017,25939.0775,17423.75,787966.0078,660768.593,2908936.0759,0.0,4782481.6156,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,stress
stress_capacity_node_SDC-1450_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_SDC-1450_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_capacity_node_SDC-1450_stress\simulation_output,stress,0.85,4009656.3674,0.264352,0.151059,0.002163,0.242544,0.339882,776.0,4151133.5503,0.957306,18176.0,776.0,1258262.344,11992590.3531,17400.0,769341.5861,33770742.3662,770134.1804,676936.4735,149466.5218,0.0,0.0,0.0,0.0,0.0,3170270.9484,9057916.9953,1811583.3991,11966650.2285,0.0,105499.3017,25940.1246,17400.0,788070.7264,687516.2492,2908733.2332,0.0,4076062.6479,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,stress
stress_supplier_stock_node_SDC-VD0914690A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914690A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914690A_stress\simulation_output,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,stress
stress_supplier_capacity_node_SDC-VD0914690A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914690A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914690A_stress\simulation_output,stress,0.75,4461046.4005,0.279677,0.159815,0.001897,0.199026,0.359584,728.5,4526270.5796,0.959867,18152.25,752.25,1311278.3194,13301944.0824,17400.0,597272.6018,45482036.5245,598065.196,782236.6338,168240.5218,0.0,0.0,0.0,0.0,0.0,3720244.3173,10629269.4779,2125853.8956,13276706.569,0.0,105499.3017,25237.5134,17423.75,717809.6041,5060702.7578,2647437.091,0.0,4783171.2651,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,stress
stress_supplier_lead_time_node_SDC-VD0914690A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914690A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914690A_stress\simulation_output,stress,1.5,4645432.6956,0.273152,0.156087,0.001916,0.217651,0.351195,728.5,4802972.592,0.959867,18152.25,752.25,1404355.8544,13619802.0836,17400.0,769341.5861,38477763.447,770134.1804,786004.2374,169749.0718,0.0,0.0,0.0,0.0,0.0,3720272.8418,10629350.9767,2125870.1953,13593712.8052,0.0,105499.3017,26089.2785,17423.75,802986.1084,794636.4991,2964361.8285,0.0,4783207.9395,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,stress
stress_supplier_reliability_node_SDC-VD0914690A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914690A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914690A_stress\simulation_output,stress,0.85,4531573.8253,0.27438,0.156789,0.001912,0.214144,0.352775,728.5,4630784.8093,0.959867,18152.25,752.25,1379917.3444,13558757.2423,17400.0,769341.5861,45155105.4542,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720255.2279,10629300.651,2125860.1302,13532831.4529,0.0,105499.3017,25925.7894,17423.75,786637.1978,1774185.1562,2903530.8019,103241.3906,4783185.293,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,ok,stress
stress_supplier_stock_node_SDC-1450_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-1450_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-1450_stress\simulation_output,stress,0.75,4656603.7907,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391591.0149,13564421.168,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168330.5218,0.0,0.0,0.0,0.0,0.0,3720272.6921,10629350.5487,2125870.1097,13538480.3309,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783207.7469,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,stress
stress_supplier_capacity_node_SDC-1450_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-1450_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-1450_stress\simulation_output,stress,0.75,4655471.7224,0.274227,0.156701,0.001913,0.214581,0.352577,728.5,4811471.3855,0.959867,18152.25,752.25,1392666.4828,13565164.4657,17400.0,771019.0897,33908249.531,771676.684,782621.0885,168240.5218,0.0,0.0,0.0,0.0,0.0,3719933.1517,10628380.4334,2125676.0867,13539208.2035,0.0,105499.3017,25956.2622,17423.75,789684.48,687516.2492,2910827.7701,0.0,4782771.195,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,stress
stress_supplier_lead_time_node_SDC-1450_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-1450_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-1450_stress\simulation_output,stress,1.5,4656314.8849,0.274257,0.156718,0.001913,0.214497,0.352616,728.5,4810896.872,0.959867,18152.25,752.25,1392298.135,13564619.9415,17400.0,769741.0901,33784989.2006,770533.6844,783675.9981,168240.5218,0.0,0.0,0.0,0.0,0.0,3720186.9436,10629105.5532,2125821.1106,13538675.1093,0.0,105499.3017,25944.8322,17423.75,788541.4804,687516.2492,2909569.5562,0.0,4783097.4989,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,stress
stress_supplier_reliability_node_SDC-1450_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-1450_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-1450_stress\simulation_output,stress,0.85,4688740.8523,0.280907,0.160518,0.001865,0.195544,0.361166,1905.783,4836978.821,0.895768,18284.0625,884.0625,1311397.4956,13233304.612,17400.0,723762.5266,23587890.2602,737483.5769,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3717323.8195,10620925.1985,2124185.0397,13208618.5132,0.0,104520.0813,24686.0988,16378.2795,703440.3103,430584.225,2587693.3147,19024.8447,4779416.3393,,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,ok,stress
stress_supplier_stock_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0525412A_stress\simulation_output,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,stress
stress_supplier_capacity_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0525412A_stress\simulation_output,stress,0.75,4652186.2293,0.274242,0.15671,0.00192,0.214531,0.352597,728.5,4806167.2605,0.959867,18152.25,752.25,1390668.7422,13565351.7274,17400.0,767902.4043,34156204.423,768239.2031,782650.1748,168240.5218,0.0,0.0,0.0,0.0,0.0,3720190.0435,10629114.41,2125822.882,13539306.3812,0.0,105499.3017,26045.3462,17423.75,788524.4992,693468.2379,2910191.9713,0.0,4783101.4845,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,stress
stress_supplier_lead_time_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\simulation_output,stress,1.5,4655943.3308,0.274216,0.156695,0.001929,0.214596,0.352564,728.5,4812115.1355,0.959867,18152.25,752.25,1393512.015,13566891.3333,17400.0,770161.5863,33838746.5003,770954.1805,782840.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720261.8969,10629319.7055,2125863.9411,13540726.464,0.0,105499.3017,26164.8694,17423.75,788961.9765,687516.2492,2911406.7585,0.0,4783193.8675,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,stress
stress_supplier_reliability_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\simulation_output,stress,0.85,4653737.9515,0.274159,0.156662,0.001947,0.214742,0.35249,728.5,4808865.687,0.959867,18152.25,752.25,1392259.6512,13569579.8512,17400.0,772050.1316,34067510.6897,772386.9304,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720219.7197,10629199.1992,2125839.8398,13543163.3586,0.0,105499.3017,26416.4926,17423.75,789882.9651,687516.2492,2913964.1594,2435.5849,4783139.6396,,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,stress
stress_supplier_stock_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\simulation_output,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,stress
stress_supplier_capacity_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\simulation_output,stress,0.75,4653859.1517,0.274598,0.156913,0.001885,0.21355,0.353054,728.5,4807260.8777,0.959867,18152.25,752.25,1388618.5774,13547984.0425,17400.0,766490.0236,33776288.6552,767282.6179,782653.5307,168240.5218,0.0,0.0,0.0,0.0,0.0,3720247.3993,10629278.2837,2125855.6567,13522446.1597,0.0,105499.3017,25537.8828,17423.75,785290.4139,744704.3352,2893167.8759,0.0,4783175.2277,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,stress
